age,marital,address,income,inccat,ed,employ,retire,gender,reside,wireless,multline,voice,pager,internet,callid,callwait,owntv,ownvcr,owncd,ownpda,ownpc,ownfax,news,response
39,Unmarried,2,62,$50 - $74,College degree,5,No,Male,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
44,Unmarried,14,26,$25 - $49,Some college,2,No,Male,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
51,Married,18,32,$25 - $49,Did not complete high school,3,No,Male,4,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
49,Married,16,110,$75+,High school degree,21,No,Male,2,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
31,Unmarried,10,48,$25 - $49,High school degree,12,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
25,Unmarried,1,50,$50 - $74,Some college,0,No,Female,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
37,Unmarried,5,42,$25 - $49,High school degree,12,No,Female,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
51,Married,20,46,$25 - $49,Did not complete high school,15,No,Female,3,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
37,Married,14,20,Under $25,High school degree,1,No,Female,2,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
54,Married,25,34,$25 - $49,Did not complete high school,10,No,Male,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
48,Married,24,154,$75+,College degree,21,No,Male,3,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
54,Unmarried,34,42,$25 - $49,Some college,11,No,Female,1,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
29,Married,9,24,Under $25,Some college,2,No,Male,7,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
49,Unmarried,11,34,$25 - $49,High school degree,17,No,Male,2,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
21,Married,2,59,$50 - $74,Some college,0,No,Female,4,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
36,Unmarried,9,44,$25 - $49,Some college,0,No,Male,1,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
44,Unmarried,1,25,$25 - $49,College degree,14,No,Male,1,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
33,Married,1,41,$25 - $49,Did not complete high school,14,No,Female,5,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
65,Married,38,18,Under $25,College degree,4,Yes,Male,2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
62,Married,32,40,$25 - $49,Some college,12,No,Female,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
61,Married,32,253,$75+,High school degree,22,No,Female,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
44,Married,18,171,$75+,Did not complete high school,23,No,Female,3,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
49,Married,5,69,$50 - $74,High school degree,3,No,Female,2,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
61,Unmarried,3,136,$75+,High school degree,21,No,Female,1,Yes,No,No,No,Does not know,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No
69,Unmarried,26,107,$75+,High school degree,29,No,Female,1,No,No,No,Yes,No Answer,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
35,Married,9,28,$25 - $49,High school degree,2,No,Male,3,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
49,Married,20,61,$50 - $74,High school degree,23,No,Female,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
32,Married,11,19,Under $25,Some college,7,No,Male,4,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
50,Married,12,20,Under $25,Did not complete high school,2,No,Male,2,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
52,Married,14,98,$75+,Some college,21,No,Male,2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
43,Unmarried,22,111,$75+,Some college,10,No,Male,1,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
27,Married,8,48,$25 - $49,Some college,5,No,Female,4,Yes,Yes,Yes,Yes,Does not know,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
51,Unmarried,21,51,$50 - $74,High school degree,8,No,Male,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
23,Unmarried,0,55,$50 - $74,College degree,0,No,Male,3,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
45,Unmarried,13,27,$25 - $49,Some college,4,No,Female,1,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No
37,Unmarried,0,40,$25 - $49,Some college,1,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
26,Unmarried,4,19,Under $25,High school degree,5,No,Female,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No
31,Unmarried,8,32,$25 - $49,College degree,2,No,Male,3,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
35,Unmarried,11,43,$25 - $49,Post-undergraduate degree,6,No,Male,2,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
52,Married,16,80,$75+,High school degree,31,No,Female,4,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
31,Unmarried,3,47,$25 - $49,High school degree,11,No,Male,2,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
25,Unmarried,5,34,$25 - $49,College degree,0,No,Female,3,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No
60,Unmarried,17,26,$25 - $49,Did not complete high school,1,No,Male,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
39,Married,11,27,$25 - $49,Post-undergraduate degree,4,No,Male,3,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
51,Unmarried,24,36,$25 - $49,High school degree,1,No,Female,1,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
55,Unmarried,35,193,$75+,Some college,30,No,Male,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
43,Married,17,94,$75+,Post-undergraduate degree,3,No,Male,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
50,Married,3,35,$25 - $49,Did not complete high school,10,No,Female,5,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
56,Married,14,80,$75+,College degree,17,No,Female,4,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
66,Married,28,30,$25 - $49,Did not complete high school,8,No,Male,2,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
53,Married,18,37,$25 - $49,Did not complete high school,6,No,Male,2,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
30,Married,10,23,Under $25,Did not complete high school,2,No,Female,2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes
44,Unmarried,5,109,$75+,College degree,13,No,Male,1,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
42,Married,0,62,$50 - $74,Some college,10,No,Female,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
42,Unmarried,8,62,$50 - $74,Some college,15,No,Female,1,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
28,Unmarried,8,37,$25 - $49,High school degree,6,No,Male,3,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
65,Married,38,135,$75+,Some college,16,No,Female,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
41,Unmarried,1,97,$75+,College degree,6,No,Female,1,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
52,Unmarried,28,89,$75+,Some college,19,No,Female,1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
33,Unmarried,4,32,$25 - $49,Some college,0,No,Female,1,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
24,Unmarried,1,38,$25 - $49,Did not complete high school,3,No,Male,1,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No
42,Unmarried,11,27,$25 - $49,College degree,3,No,Female,1,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
28,Unmarried,0,21,Under $25,Did not complete high school,5,No,Female,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
34,Unmarried,2,41,$25 - $49,Some college,11,No,Male,1,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
66,Unmarried,38,27,$25 - $49,Did not complete high school,5,No,Male,1,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
29,Married,0,47,$25 - $49,College degree,1,No,Male,3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
43,Unmarried,5,47,$25 - $49,Some college,4,No,Female,1,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
65,Unmarried,32,40,$25 - $49,High school degree,12,No,Male,1,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
28,Married,0,18,Under $25,Did not complete high school,4,No,Male,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
32,Unmarried,11,29,$25 - $49,High school degree,7,No,Male,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
37,Unmarried,11,43,$25 - $49,Some college,6,No,Female,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
59,Unmarried,8,822,$75+,Some college,33,No,Male,1,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes
41,Unmarried,15,74,$50 - $74,Some college,20,No,Female,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
65,Married,21,68,$50 - $74,Some college,22,No,Male,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
50,Married,23,230,$75+,Some college,23,No,Female,2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
22,Unmarried,1,19,Under $25,Did not complete high school,1,No,Female,3,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
40,Unmarried,5,245,$75+,College degree,2,No,Male,1,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
29,Married,10,28,$25 - $49,College degree,0,No,Female,4,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
42,Unmarried,2,44,$25 - $49,Some college,3,No,Female,3,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes
45,Married,24,30,$25 - $49,High school degree,0,No,Female,2,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
37,Married,17,134,$75+,Did not complete high school,17,No,Male,4,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
51,Unmarried,10,49,$25 - $49,Did not complete high school,15,No,Male,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
38,Unmarried,12,49,$25 - $49,Post-undergraduate degree,5,No,Male,1,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
49,Married,23,24,Under $25,Some college,0,No,Male,3,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
24,Unmarried,1,17,Under $25,High school degree,2,No,Male,1,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes
33,Unmarried,1,72,$50 - $74,High school degree,9,No,Male,1,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
47,Unmarried,26,52,$50 - $74,Some college,7,No,Male,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
41,Married,13,25,$25 - $49,Some college,3,No,Female,3,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
30,Married,4,61,$50 - $74,Did not complete high school,10,No,Male,5,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
41,Married,17,54,$50 - $74,Some college,10,No,Male,4,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
55,Married,4,102,$75+,High school degree,31,No,Male,2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
38,Married,5,83,$75+,High school degree,16,No,Male,6,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
36,Married,11,45,$25 - $49,High school degree,10,No,Female,4,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
30,Married,6,26,$25 - $49,High school degree,2,No,Male,4,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
37,Married,11,29,$25 - $49,High school degree,2,No,Female,2,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
50,Married,14,80,$75+,Some college,24,No,Male,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
43,Unmarried,7,40,$25 - $49,High school degree,5,No,Male,4,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
27,Married,6,32,$25 - $49,High school degree,8,No,Female,4,Yes,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
28,Unmarried,6,34,$25 - $49,Some college,3,No,Male,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
50,Unmarried,30,56,$50 - $74,Did not complete high school,13,No,Male,1,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
30,Unmarried,6,31,$25 - $49,Some college,2,No,Male,1,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
59,Married,33,23,Under $25,High school degree,0,No,Male,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes
33,Married,10,36,$25 - $49,Some college,10,No,Female,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
34,Unmarried,2,46,$25 - $49,College degree,6,No,Female,1,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
59,Unmarried,27,46,$25 - $49,High school degree,7,No,Male,1,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
72,Married,38,23,Under $25,Some college,35,Yes,Male,2,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
45,Married,9,90,$75+,High school degree,12,No,Female,2,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
42,Married,18,36,$25 - $49,Some college,8,No,Male,4,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
25,Married,0,26,$25 - $49,Did not complete high school,6,No,Male,5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
62,Unmarried,10,171,$75+,Did not complete high school,36,No,Female,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
58,Unmarried,30,100,$75+,Did not complete high school,36,No,Female,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
41,Married,9,45,$25 - $49,High school degree,16,No,Male,6,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
43,Unmarried,0,42,$25 - $49,Some college,15,No,Male,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
54,Unmarried,2,133,$75+,High school degree,19,No,Female,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
54,Married,2,40,$25 - $49,High school degree,16,No,Female,2,No,No,Yes,No,No Answer,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No
34,Unmarried,7,44,$25 - $49,College degree,6,No,Male,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
38,Married,19,23,Under $25,Some college,0,No,Male,6,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
43,Married,22,40,$25 - $49,High school degree,15,No,Male,3,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
46,Married,18,128,$75+,Did not complete high school,25,No,Female,2,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
24,Married,4,45,$25 - $49,Some college,1,No,Male,5,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
22,Unmarried,0,31,$25 - $49,High school degree,1,No,Male,2,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No
36,Unmarried,0,25,$25 - $49,College degree,0,No,Male,2,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes
28,Unmarried,6,23,Under $25,High school degree,0,No,Male,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
53,Unmarried,34,47,$25 - $49,Some college,29,No,Female,1,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
70,Unmarried,15,24,Under $25,Did not complete high school,16,Yes,Female,2,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
38,Married,2,140,$75+,College degree,13,No,Male,4,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
48,Unmarried,3,102,$75+,Did not complete high school,21,No,Female,1,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
36,Unmarried,3,67,$50 - $74,High school degree,12,No,Female,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
47,Married,0,83,$75+,High school degree,21,No,Female,3,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
59,Unmarried,38,73,$50 - $74,Did not complete high school,19,No,Male,1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
31,Married,3,37,$25 - $49,Did not complete high school,11,No,Male,2,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
31,Married,2,39,$25 - $49,College degree,2,No,Female,6,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
35,Married,15,72,$50 - $74,College degree,9,No,Female,4,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
70,Unmarried,6,21,Under $25,Did not complete high school,23,Yes,Male,1,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
23,Unmarried,1,54,$50 - $74,Some college,1,No,Female,1,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
39,Married,11,109,$75+,Some college,11,No,Male,2,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
43,Unmarried,1,152,$75+,Post-undergraduate degree,14,No,Male,1,Yes,Yes,No,No,Does not know,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
56,Married,9,207,$75+,Did not complete high school,40,No,Male,3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
46,Married,14,42,$25 - $49,Did not complete high school,5,No,Male,4,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No
25,Unmarried,4,14,Under $25,Some college,0,No,Male,1,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
49,Unmarried,27,38,$25 - $49,Some college,5,No,Male,1,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No
42,Unmarried,22,35,$25 - $49,College degree,0,No,Male,1,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
22,Married,3,18,Under $25,High school degree,0,No,Female,6,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
35,Married,3,31,$25 - $49,Did not complete high school,6,No,Male,5,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
37,Unmarried,13,41,$25 - $49,Post-undergraduate degree,6,No,Male,2,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No
39,Married,8,36,$25 - $49,Did not complete high school,8,No,Female,4,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
42,Unmarried,1,165,$75+,High school degree,18,No,Female,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
62,Unmarried,15,126,$75+,Did not complete high school,31,No,Male,2,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
49,Unmarried,20,42,$25 - $49,College degree,4,No,Male,1,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
49,Married,0,44,$25 - $49,Did not complete high school,13,No,Female,2,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
61,Married,25,130,$75+,Post-undergraduate degree,25,No,Male,2,Yes,Yes,Yes,No,Does not know,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
50,Unmarried,11,73,$50 - $74,College degree,15,No,Female,1,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
47,Unmarried,9,51,$50 - $74,College degree,14,No,Female,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
35,Unmarried,9,36,$25 - $49,High school degree,17,No,Male,1,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No
35,Married,1,37,$25 - $49,High school degree,11,No,Female,4,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
43,Married,6,66,$50 - $74,High school degree,20,No,Male,4,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
52,Married,25,52,$50 - $74,College degree,11,No,Male,5,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
42,Unmarried,8,28,$25 - $49,High school degree,7,No,Female,1,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No
57,Married,3,94,$75+,High school degree,17,No,Female,2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
47,Unmarried,0,56,$50 - $74,Some college,6,No,Male,3,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
41,Unmarried,2,25,$25 - $49,Some college,5,No,Male,1,No,No,No,No,No Answer,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
65,Unmarried,27,13,Under $25,High school degree,35,Yes,Female,2,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
29,Unmarried,0,50,$50 - $74,Some college,5,No,Male,1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
50,Married,21,62,$50 - $74,High school degree,17,No,Male,2,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
46,Married,5,53,$50 - $74,College degree,17,No,Female,3,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes
29,Married,9,47,$25 - $49,College degree,3,No,Female,4,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No
54,Unmarried,23,25,$25 - $49,College degree,3,No,Female,1,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
27,Married,1,26,$25 - $49,Did not complete high school,1,No,Male,4,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
45,Married,9,169,$75+,College degree,19,No,Male,2,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No
39,Married,16,42,$25 - $49,College degree,11,No,Female,2,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
26,Unmarried,4,26,$25 - $49,High school degree,0,No,Female,3,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
64,Married,40,12,Under $25,Did not complete high school,18,Yes,Male,2,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
42,Married,11,156,$75+,College degree,16,No,Female,3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
27,Married,6,38,$25 - $49,Some college,5,No,Female,5,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No
28,Unmarried,6,28,$25 - $49,High school degree,8,No,Male,1,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
36,Unmarried,14,28,$25 - $49,College degree,3,No,Female,1,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No
24,Married,3,36,$25 - $49,Some college,1,No,Female,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
42,Unmarried,2,32,$25 - $49,Some college,1,No,Male,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
29,Unmarried,6,23,Under $25,High school degree,6,No,Female,3,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No
27,Married,0,32,$25 - $49,High school degree,8,No,Female,5,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
66,Unmarried,13,19,Under $25,Did not complete high school,41,Yes,Female,1,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes
67,Married,35,149,$75+,Post-undergraduate degree,24,No,Female,2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
58,Married,4,74,$50 - $74,High school degree,22,No,Male,2,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
40,Married,20,21,Under $25,College degree,8,No,Female,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
