age,car,carcat,empcat,jobsat
69,29.700000000000003,Standard,More than 15,Somewhat satisfied
40,27.700000000000003,Standard,Less than 5,Somewhat dissatisfied
33,16.3,Standard,5 to 15,Somewhat dissatisfied
31,12.3,Economy,Less than 5,Neutral
66,78.1,Luxury,More than 15,Highly satisfied
55,62.5,Luxury,More than 15,Highly satisfied
36,10,Economy,Less than 5,Highly dissatisfied
59,4.9,Economy,5 to 15,Somewhat dissatisfied
39,45,Luxury,5 to 15,Neutral
37,14.5,Economy,5 to 15,Somewhat satisfied
26,9.5,Economy,Less than 5,Highly dissatisfied
56,72.6,Luxury,More than 15,Somewhat satisfied
44,11.5,Economy,5 to 15,Somewhat satisfied
25,10.600000000000001,Economy,5 to 15,Somewhat dissatisfied
43,53.7,Luxury,More than 15,Neutral
30,10.9,Economy,Less than 5,Highly satisfied
27,51.300000000000004,Luxury,Less than 5,Highly dissatisfied
51,19.5,Standard,Less than 5,Highly dissatisfied
24,16.400000000000002,Standard,Less than 5,Neutral
51,28.6,Standard,Less than 5,Neutral
52,72.8,Luxury,More than 15,Somewhat satisfied
47,51.1,Luxury,More than 15,Somewhat satisfied
51,63.7,Luxury,More than 15,Highly satisfied
44,15.8,Standard,Less than 5,Somewhat dissatisfied
28,24.8,Standard,Less than 5,Neutral
40,9.600000000000001,Economy,Less than 5,Highly dissatisfied
39,14.100000000000001,Economy,Less than 5,Highly satisfied
31,17.1,Standard,Less than 5,Highly dissatisfied
54,12.200000000000001,Economy,Less than 5,Somewhat satisfied
52,11.5,Economy,Less than 5,Somewhat dissatisfied
38,25.1,Standard,5 to 15,Highly satisfied
39,14.8,Economy,Less than 5,Highly dissatisfied
37,11.3,Economy,5 to 15,Somewhat satisfied
27,15.8,Standard,Less than 5,Highly dissatisfied
38,15.3,Standard,Less than 5,Somewhat dissatisfied
35,11.100000000000001,Economy,Less than 5,Highly dissatisfied
66,10.200000000000001,Economy,More than 15,Somewhat dissatisfied
45,36.2,Luxury,More than 15,Highly satisfied
26,40.800000000000004,Luxury,Less than 5,Highly dissatisfied
23,7.9,Economy,Less than 5,Somewhat dissatisfied
45,77.10000000000001,Luxury,More than 15,Neutral
50,67.8,Luxury,More than 15,Somewhat satisfied
30,55.400000000000006,Luxury,Less than 5,Neutral
65,31.900000000000002,Luxury,More than 15,Highly dissatisfied
63,49.2,Luxury,More than 15,Somewhat satisfied
46,48.7,Luxury,More than 15,Neutral
38,17.5,Standard,5 to 15,Neutral
36,34.9,Luxury,5 to 15,Neutral
30,19.6,Standard,Less than 5,Somewhat satisfied
28,10.3,Economy,5 to 15,Neutral
32,8.700000000000001,Economy,Less than 5,Neutral
54,65.7,Luxury,More than 15,Somewhat satisfied
38,19.5,Standard,5 to 15,Highly dissatisfied
61,74.7,Luxury,More than 15,Neutral
29,14.8,Economy,Less than 5,Highly dissatisfied
27,16.3,Standard,5 to 15,Somewhat satisfied
44,52.900000000000006,Luxury,5 to 15,Somewhat dissatisfied
49,17.1,Standard,5 to 15,Somewhat dissatisfied
51,52.400000000000006,Luxury,More than 15,Somewhat dissatisfied
46,31.200000000000003,Luxury,More than 15,Somewhat satisfied
62,73.6,Luxury,More than 15,Somewhat satisfied
27,12.700000000000001,Economy,Less than 5,Highly satisfied
22,11,Economy,Less than 5,Highly dissatisfied
19,7.9,Economy,Less than 5,Somewhat satisfied
46,27.400000000000002,Standard,5 to 15,Highly dissatisfied
63,13.200000000000001,Economy,Less than 5,Somewhat dissatisfied
44,31,Luxury,5 to 15,Somewhat satisfied
22,37,Luxury,Less than 5,Somewhat dissatisfied
30,14,Economy,Less than 5,Somewhat dissatisfied
59,74.2,Luxury,More than 15,Neutral
58,76.9,Luxury,More than 15,Highly satisfied
49,60.800000000000004,Luxury,More than 15,Neutral
41,15.100000000000001,Standard,5 to 15,Neutral
52,68.7,Luxury,More than 15,Somewhat satisfied
26,11.4,Economy,Less than 5,Neutral
69,43.2,Luxury,More than 15,Highly satisfied
47,16.900000000000002,Standard,5 to 15,Somewhat dissatisfied
39,28.6,Standard,5 to 15,Somewhat dissatisfied
37,33.800000000000004,Luxury,5 to 15,Somewhat satisfied
41,82.7,Luxury,More than 15,Highly satisfied
19,16.7,Standard,Less than 5,Highly dissatisfied
46,41.800000000000004,Luxury,5 to 15,Highly satisfied
44,15.9,Standard,Less than 5,Highly dissatisfied
31,16.3,Standard,Less than 5,Highly dissatisfied
39,33.6,Luxury,More than 15,Highly satisfied
27,37.4,Luxury,Less than 5,Highly dissatisfied
42,13.100000000000001,Economy,Less than 5,Somewhat dissatisfied
55,22.1,Standard,5 to 15,Somewhat satisfied
35,15.100000000000001,Standard,5 to 15,Somewhat satisfied
42,62.1,Luxury,More than 15,Somewhat satisfied
58,82.2,Luxury,More than 15,Highly satisfied
50,20.400000000000002,Standard,More than 15,Highly satisfied
26,10.700000000000001,Economy,Less than 5,Highly dissatisfied
41,19,Standard,Less than 5,Highly dissatisfied
29,11,Economy,5 to 15,Neutral
42,38.7,Luxury,5 to 15,Neutral
51,22.5,Standard,5 to 15,Somewhat satisfied
34,10.3,Economy,Less than 5,Highly dissatisfied
33,16.1,Standard,Less than 5,Somewhat satisfied
48,79.30000000000001,Luxury,More than 15,Somewhat satisfied
34,15.4,Standard,5 to 15,Somewhat dissatisfied
24,8.9,Economy,Less than 5,Highly dissatisfied
44,27.900000000000002,Standard,5 to 15,Neutral
67,39.5,Luxury,More than 15,Highly satisfied
28,8.3,Economy,Less than 5,Somewhat dissatisfied
45,43,Luxury,More than 15,Highly satisfied
46,72.9,Luxury,More than 15,Somewhat dissatisfied
50,9.9,Economy,Less than 5,Somewhat dissatisfied
50,35.9,Luxury,More than 15,Highly satisfied
25,15.5,Standard,5 to 15,Somewhat dissatisfied
57,18.1,Standard,Less than 5,Neutral
48,40.800000000000004,Luxury,5 to 15,Somewhat dissatisfied
48,93.80000000000001,Luxury,More than 15,Somewhat satisfied
45,24.5,Standard,5 to 15,Highly dissatisfied
51,65.7,Luxury,More than 15,Neutral
50,30.6,Luxury,5 to 15,Somewhat dissatisfied
48,76,Luxury,More than 15,Somewhat satisfied
46,71.4,Luxury,5 to 15,Neutral
22,11.700000000000001,Economy,Less than 5,Somewhat dissatisfied
38,69.10000000000001,Luxury,5 to 15,Somewhat satisfied
26,9,Economy,Less than 5,Somewhat dissatisfied
62,72.5,Luxury,More than 15,Somewhat dissatisfied
46,16.8,Standard,Less than 5,Highly dissatisfied
42,33.9,Luxury,More than 15,Neutral
41,11,Economy,Less than 5,Somewhat dissatisfied
38,28,Standard,5 to 15,Highly satisfied
47,60.2,Luxury,5 to 15,Somewhat dissatisfied
57,40.5,Luxury,More than 15,Somewhat dissatisfied
43,28.8,Standard,More than 15,Somewhat dissatisfied
42,15.200000000000001,Standard,Less than 5,Somewhat satisfied
74,16.900000000000002,Standard,5 to 15,Neutral
55,58.1,Luxury,5 to 15,Somewhat dissatisfied
26,10.700000000000001,Economy,Less than 5,Highly dissatisfied
49,36.800000000000004,Luxury,More than 15,Somewhat satisfied
22,10,Economy,Less than 5,Neutral
41,50.6,Luxury,5 to 15,Somewhat dissatisfied
38,30.200000000000003,Luxury,5 to 15,Somewhat dissatisfied
31,20,Standard,5 to 15,Neutral
20,10.100000000000001,Economy,Less than 5,Neutral
51,11.5,Economy,5 to 15,Neutral
44,22,Standard,Less than 5,Somewhat dissatisfied
57,41.5,Luxury,More than 15,Neutral
56,89.60000000000001,Luxury,More than 15,Somewhat satisfied
28,14.5,Economy,Less than 5,Highly dissatisfied
52,11.5,Economy,5 to 15,Somewhat dissatisfied
37,46,Luxury,5 to 15,Somewhat satisfied
18,6.9,Economy,Less than 5,Highly dissatisfied
32,13.700000000000001,Economy,5 to 15,Somewhat dissatisfied
63,12.3,Economy,5 to 15,Somewhat dissatisfied
43,36.1,Luxury,5 to 15,Somewhat satisfied
41,31.900000000000002,Luxury,More than 15,Neutral
28,23.3,Standard,5 to 15,Somewhat dissatisfied
38,56.6,Luxury,5 to 15,Somewhat dissatisfied
35,19.700000000000003,Standard,Less than 5,Somewhat dissatisfied
51,54.800000000000004,Luxury,5 to 15,Somewhat satisfied
38,31,Luxury,More than 15,Somewhat satisfied
37,32.9,Luxury,5 to 15,Somewhat satisfied
49,24.200000000000003,Standard,5 to 15,Somewhat dissatisfied
34,38.2,Luxury,More than 15,Highly satisfied
39,15.5,Standard,5 to 15,Neutral
48,24.6,Standard,5 to 15,Somewhat satisfied
35,19.6,Standard,Less than 5,Somewhat dissatisfied
30,18.7,Standard,Less than 5,Neutral
23,12.600000000000001,Economy,5 to 15,Somewhat satisfied
32,12.700000000000001,Economy,Less than 5,Somewhat dissatisfied
26,9.4,Economy,Less than 5,Highly dissatisfied
31,11.9,Economy,Less than 5,Neutral
26,11,Economy,5 to 15,Somewhat dissatisfied
49,22.700000000000003,Standard,5 to 15,Somewhat satisfied
48,49.1,Luxury,More than 15,Neutral
62,8.6,Economy,More than 15,Neutral
44,26.1,Standard,5 to 15,Somewhat satisfied
59,16.400000000000002,Standard,5 to 15,Somewhat satisfied
54,61.7,Luxury,More than 15,Highly satisfied
36,45.400000000000006,Luxury,5 to 15,Somewhat satisfied
23,5.6000000000000005,Economy,Less than 5,Highly dissatisfied
63,5.2,Economy,5 to 15,Neutral
39,11.100000000000001,Economy,Less than 5,Highly dissatisfied
42,11,Economy,Less than 5,Neutral
59,43.800000000000004,Luxury,More than 15,Highly satisfied
58,76.4,Luxury,More than 15,Somewhat dissatisfied
38,16.7,Standard,More than 15,Somewhat satisfied
28,12.9,Economy,Less than 5,Somewhat satisfied
56,14.200000000000001,Economy,5 to 15,Highly satisfied
26,11.9,Economy,Less than 5,Somewhat dissatisfied
51,32,Luxury,5 to 15,Neutral
43,61.900000000000006,Luxury,More than 15,Highly satisfied
44,16.8,Standard,5 to 15,Neutral
47,36.5,Luxury,More than 15,Neutral
40,26.400000000000002,Standard,More than 15,Highly satisfied
28,8.3,Economy,Less than 5,Highly dissatisfied
33,11.200000000000001,Economy,Less than 5,Somewhat satisfied
36,37.2,Luxury,More than 15,Neutral
68,7.800000000000001,Economy,Less than 5,Highly dissatisfied
29,16.7,Standard,5 to 15,Somewhat satisfied
34,19.5,Standard,5 to 15,Neutral
33,13,Economy,5 to 15,Somewhat satisfied
49,41.300000000000004,Luxury,More than 15,Highly satisfied
61,6.300000000000001,Economy,Less than 5,Neutral
26,13.8,Economy,Less than 5,Highly dissatisfied
38,37.7,Luxury,5 to 15,Highly dissatisfied
71,13.100000000000001,Economy,More than 15,Somewhat dissatisfied
43,50.400000000000006,Luxury,More than 15,Highly satisfied
51,93.60000000000001,Luxury,More than 15,Highly satisfied
43,96.60000000000001,Luxury,More than 15,Highly satisfied
46,14.200000000000001,Economy,5 to 15,Highly satisfied
48,15.3,Standard,Less than 5,Highly dissatisfied
33,25.3,Standard,5 to 15,Highly dissatisfied
40,75.8,Luxury,5 to 15,Neutral
53,15.3,Standard,5 to 15,Somewhat dissatisfied
34,42.800000000000004,Luxury,Less than 5,Neutral
63,15.4,Standard,Less than 5,Highly dissatisfied
41,40.5,Luxury,More than 15,Neutral
27,17,Standard,5 to 15,Somewhat dissatisfied
41,16.1,Standard,5 to 15,Somewhat satisfied
44,40.800000000000004,Luxury,More than 15,Somewhat satisfied
37,8.4,Economy,5 to 15,Somewhat satisfied
47,33.9,Luxury,5 to 15,Neutral
38,16.8,Standard,5 to 15,Highly dissatisfied
58,58.300000000000004,Luxury,More than 15,Highly satisfied
38,17.2,Standard,5 to 15,Somewhat satisfied
33,19.700000000000003,Standard,5 to 15,Highly dissatisfied
31,24,Standard,Less than 5,Highly dissatisfied
55,38.7,Luxury,More than 15,Neutral
30,13.8,Economy,Less than 5,Neutral
20,7.1000000000000005,Economy,Less than 5,Highly dissatisfied
51,75,Luxury,More than 15,Somewhat satisfied
47,69.60000000000001,Luxury,More than 15,Somewhat satisfied
48,39.7,Luxury,5 to 15,Somewhat dissatisfied
51,57.900000000000006,Luxury,5 to 15,Neutral
33,26.8,Standard,5 to 15,Neutral
41,18.1,Standard,Less than 5,Somewhat dissatisfied
52,11.600000000000001,Economy,Less than 5,Somewhat satisfied
24,13.600000000000001,Economy,Less than 5,Somewhat dissatisfied
19,9.4,Economy,Less than 5,Neutral
50,70.3,Luxury,More than 15,Highly satisfied
70,6.1000000000000005,Economy,More than 15,Highly satisfied
43,17.2,Standard,5 to 15,Somewhat satisfied
28,12.3,Economy,Less than 5,Somewhat satisfied
64,23.1,Standard,5 to 15,Somewhat satisfied
36,38.900000000000006,Luxury,5 to 15,Somewhat satisfied
25,19.700000000000003,Standard,Less than 5,Neutral
47,33.1,Luxury,Less than 5,Somewhat dissatisfied
57,74.4,Luxury,More than 15,Somewhat dissatisfied
57,28.6,Standard,More than 15,Somewhat dissatisfied
39,21.3,Standard,5 to 15,Somewhat dissatisfied
47,44.400000000000006,Luxury,5 to 15,Highly satisfied
53,14,Economy,5 to 15,Neutral
54,49.300000000000004,Luxury,More than 15,Highly satisfied
39,50.6,Luxury,Less than 5,Highly dissatisfied
64,18.900000000000002,Standard,More than 15,Highly satisfied
54,69.6,Luxury,More than 15,Somewhat dissatisfied
49,70.3,Luxury,More than 15,Highly satisfied
53,45.900000000000006,Luxury,More than 15,Somewhat satisfied
48,44.800000000000004,Luxury,More than 15,Neutral
31,42.300000000000004,Luxury,Less than 5,Highly dissatisfied
18,11.100000000000001,Economy,Less than 5,Highly dissatisfied
42,13.4,Economy,5 to 15,Neutral
45,56.7,Luxury,Less than 5,Somewhat satisfied
33,15.8,Standard,Less than 5,Neutral
24,10,Economy,Less than 5,Highly dissatisfied
42,24.900000000000002,Standard,5 to 15,Highly satisfied
42,36.5,Luxury,More than 15,Highly satisfied
47,37.9,Luxury,More than 15,Somewhat satisfied
50,23.400000000000002,Standard,5 to 15,Somewhat dissatisfied
73,22.6,Standard,5 to 15,Somewhat satisfied
33,98.30000000000001,Luxury,Less than 5,Highly dissatisfied
44,18.1,Standard,5 to 15,Somewhat dissatisfied
29,18.8,Standard,Less than 5,Highly dissatisfied
33,32.7,Luxury,5 to 15,Neutral
45,14.3,Economy,Less than 5,Highly satisfied
25,11.5,Economy,Less than 5,Somewhat dissatisfied
26,9.200000000000001,Economy,Less than 5,Somewhat satisfied
35,18.1,Standard,5 to 15,Highly satisfied
47,52.400000000000006,Luxury,Less than 5,Neutral
23,13.600000000000001,Economy,Less than 5,Highly dissatisfied
23,13.600000000000001,Economy,Less than 5,Somewhat dissatisfied
46,39.300000000000004,Luxury,5 to 15,Somewhat satisfied
57,25.400000000000002,Standard,5 to 15,Highly satisfied
67,23.8,Standard,More than 15,Somewhat satisfied
56,68.5,Luxury,More than 15,Somewhat satisfied
36,15.100000000000001,Standard,Less than 5,Somewhat satisfied
48,90.60000000000001,Luxury,More than 15,Somewhat satisfied
60,6,Economy,More than 15,Somewhat satisfied
48,33.800000000000004,Luxury,More than 15,Highly satisfied
28,9.600000000000001,Economy,5 to 15,Neutral
46,84.5,Luxury,More than 15,Highly satisfied
32,12.700000000000001,Economy,5 to 15,Highly dissatisfied
61,10.200000000000001,Economy,More than 15,Somewhat satisfied
48,31.1,Luxury,5 to 15,Somewhat satisfied
63,52.7,Luxury,More than 15,Highly satisfied
54,36.9,Luxury,5 to 15,Somewhat satisfied
24,12.600000000000001,Economy,Less than 5,Highly dissatisfied
35,14.100000000000001,Economy,5 to 15,Somewhat satisfied
39,21.5,Standard,5 to 15,Somewhat satisfied
54,30,Luxury,Less than 5,Somewhat satisfied
40,11.700000000000001,Economy,Less than 5,Neutral
43,63.6,Luxury,5 to 15,Highly satisfied
47,14.700000000000001,Economy,Less than 5,Highly dissatisfied
24,16.2,Standard,Less than 5,Highly dissatisfied
37,17.5,Standard,5 to 15,Somewhat dissatisfied
35,12.8,Economy,5 to 15,Neutral
47,26.1,Standard,Less than 5,Highly dissatisfied
37,18.6,Standard,5 to 15,Highly dissatisfied
59,34,Luxury,More than 15,Highly satisfied
35,56.2,Luxury,5 to 15,Highly satisfied
26,11.600000000000001,Economy,Less than 5,Highly satisfied
33,13.4,Economy,Less than 5,Somewhat dissatisfied
49,72.7,Luxury,More than 15,Highly satisfied
45,34.5,Luxury,Less than 5,Highly dissatisfied
55,46.2,Luxury,More than 15,Highly satisfied
68,57,Luxury,More than 15,Highly satisfied
63,11.200000000000001,Economy,Less than 5,Somewhat dissatisfied
56,13.9,Economy,Less than 5,Highly dissatisfied
63,14.600000000000001,Economy,More than 15,Highly satisfied
38,21.700000000000003,Standard,Less than 5,Highly dissatisfied
74,37,Luxury,More than 15,Somewhat satisfied
31,34.6,Luxury,Less than 5,Neutral
42,16,Standard,More than 15,Somewhat satisfied
53,19,Standard,More than 15,Somewhat satisfied
35,25.5,Standard,5 to 15,Somewhat satisfied
25,8,Economy,Less than 5,Somewhat dissatisfied
54,35.7,Luxury,More than 15,Highly satisfied
59,44.7,Luxury,More than 15,Somewhat satisfied
65,5.7,Economy,Less than 5,Highly dissatisfied
43,39.400000000000006,Luxury,Less than 5,Neutral
35,34.300000000000004,Luxury,5 to 15,Highly dissatisfied
34,34,Luxury,More than 15,Highly satisfied
54,36,Luxury,More than 15,Neutral
55,15.600000000000001,Standard,Less than 5,Highly dissatisfied
30,17,Standard,5 to 15,Neutral
33,47.6,Luxury,5 to 15,Neutral
45,15.8,Standard,Less than 5,Somewhat dissatisfied
34,23.3,Standard,5 to 15,Highly satisfied
34,25.5,Standard,5 to 15,Somewhat satisfied
43,15.8,Standard,5 to 15,Somewhat satisfied
24,11.200000000000001,Economy,Less than 5,Highly dissatisfied
37,21.1,Standard,5 to 15,Somewhat satisfied
38,10.4,Economy,Less than 5,Neutral
23,19.700000000000003,Standard,Less than 5,Neutral
50,35.300000000000004,Luxury,5 to 15,Neutral
36,32.1,Luxury,Less than 5,Neutral
32,12.200000000000001,Economy,5 to 15,Highly dissatisfied
27,11.200000000000001,Economy,Less than 5,Highly dissatisfied
36,18.400000000000002,Standard,5 to 15,Neutral
50,49,Luxury,More than 15,Neutral
36,32,Luxury,More than 15,Highly satisfied
46,10.200000000000001,Economy,Less than 5,Somewhat dissatisfied
45,34.4,Luxury,More than 15,Somewhat satisfied
35,19.3,Standard,5 to 15,Highly satisfied
34,15.9,Standard,Less than 5,Somewhat satisfied
54,19,Standard,5 to 15,Somewhat satisfied
42,10.100000000000001,Economy,5 to 15,Somewhat dissatisfied
64,7.9,Economy,More than 15,Highly satisfied
59,35.300000000000004,Luxury,Less than 5,Highly dissatisfied
49,14.700000000000001,Economy,5 to 15,Neutral
36,16,Standard,5 to 15,Somewhat dissatisfied
44,74,Luxury,More than 15,Somewhat satisfied
24,8.9,Economy,Less than 5,Somewhat dissatisfied
40,10.700000000000001,Economy,Less than 5,Somewhat satisfied
55,42.5,Luxury,More than 15,Neutral
65,14.4,Economy,Less than 5,Somewhat satisfied
21,13.4,Economy,Less than 5,Highly dissatisfied
39,24.6,Standard,5 to 15,Somewhat dissatisfied
68,71.7,Luxury,More than 15,Highly satisfied
28,10.3,Economy,Less than 5,Highly satisfied
36,23.900000000000002,Standard,5 to 15,Neutral
30,15.3,Standard,5 to 15,Somewhat satisfied
44,14.600000000000001,Economy,5 to 15,Somewhat satisfied
41,29.5,Standard,5 to 15,Highly dissatisfied
54,14.3,Economy,Less than 5,Highly dissatisfied
45,31.200000000000003,Luxury,More than 15,Somewhat satisfied
43,24.400000000000002,Standard,More than 15,Somewhat satisfied
39,17.400000000000002,Standard,5 to 15,Highly dissatisfied
35,9.4,Economy,Less than 5,Neutral
59,69.3,Luxury,More than 15,Somewhat satisfied
22,49.5,Luxury,Less than 5,Highly dissatisfied
63,29.200000000000003,Standard,More than 15,Somewhat dissatisfied
26,30.1,Luxury,Less than 5,Neutral
47,47.5,Luxury,5 to 15,Highly satisfied
41,14.9,Economy,5 to 15,Somewhat dissatisfied
23,9.5,Economy,Less than 5,Highly dissatisfied
33,19.8,Standard,5 to 15,Highly satisfied
63,89.5,Luxury,More than 15,Somewhat satisfied
34,20.6,Standard,Less than 5,Somewhat dissatisfied
42,28.8,Standard,5 to 15,Somewhat satisfied
22,6.9,Economy,Less than 5,Neutral
40,11.8,Economy,5 to 15,Somewhat dissatisfied
36,30.3,Luxury,Less than 5,Highly dissatisfied
43,19.1,Standard,5 to 15,Somewhat satisfied
27,18.1,Standard,Less than 5,Somewhat dissatisfied
49,49.7,Luxury,5 to 15,Neutral
29,12.4,Economy,Less than 5,Neutral
40,19.3,Standard,5 to 15,Highly satisfied
48,47.800000000000004,Luxury,More than 15,Neutral
30,16.3,Standard,Less than 5,Somewhat dissatisfied
50,92.60000000000001,Luxury,More than 15,Highly satisfied
38,13.200000000000001,Economy,Less than 5,Highly dissatisfied
54,92.5,Luxury,More than 15,Highly satisfied
61,77.5,Luxury,More than 15,Highly satisfied
35,53,Luxury,5 to 15,Somewhat dissatisfied
43,16.2,Standard,5 to 15,Somewhat satisfied
48,18,Standard,5 to 15,Neutral
32,18.400000000000002,Standard,Less than 5,Neutral
28,18.1,Standard,5 to 15,Highly dissatisfied
46,72.5,Luxury,More than 15,Highly satisfied
56,71.3,Luxury,More than 15,Highly satisfied
52,35.4,Luxury,5 to 15,Somewhat satisfied
61,7.4,Economy,More than 15,Somewhat dissatisfied
19,8.9,Economy,Less than 5,Highly dissatisfied
31,11.9,Economy,Less than 5,Somewhat satisfied
59,9.4,Economy,Less than 5,Highly dissatisfied
30,42.900000000000006,Luxury,Less than 5,Neutral
40,28.1,Standard,5 to 15,Somewhat satisfied
65,20.8,Standard,More than 15,Somewhat satisfied
31,15.8,Standard,Less than 5,Somewhat dissatisfied
40,29.8,Standard,More than 15,Somewhat satisfied
52,77.9,Luxury,More than 15,Highly satisfied
50,74.3,Luxury,More than 15,Highly dissatisfied
55,78.60000000000001,Luxury,More than 15,Somewhat satisfied
36,39.300000000000004,Luxury,5 to 15,Somewhat dissatisfied
41,31.5,Luxury,More than 15,Highly satisfied
70,42.7,Luxury,More than 15,Highly satisfied
57,75.7,Luxury,More than 15,Somewhat satisfied
42,18.8,Standard,5 to 15,Somewhat dissatisfied
40,37.5,Luxury,More than 15,Neutral
49,13.100000000000001,Economy,More than 15,Highly satisfied
20,16.3,Standard,Less than 5,Highly dissatisfied
63,82.3,Luxury,More than 15,Neutral
35,26,Standard,5 to 15,Somewhat dissatisfied
27,13,Economy,5 to 15,Somewhat dissatisfied
42,30.8,Luxury,More than 15,Somewhat satisfied
28,16.3,Standard,Less than 5,Highly dissatisfied
32,12.700000000000001,Economy,5 to 15,Neutral
49,74,Luxury,More than 15,Neutral
43,98.5,Luxury,More than 15,Somewhat satisfied
41,17.7,Standard,5 to 15,Somewhat dissatisfied
32,19.400000000000002,Standard,5 to 15,Highly dissatisfied
47,54.300000000000004,Luxury,More than 15,Highly satisfied
56,8.4,Economy,Less than 5,Neutral
54,28.6,Standard,5 to 15,Somewhat dissatisfied
43,9.1,Economy,Less than 5,Somewhat dissatisfied
39,34.6,Luxury,5 to 15,Neutral
49,45.5,Luxury,5 to 15,Neutral
35,21.6,Standard,5 to 15,Somewhat satisfied
42,16.400000000000002,Standard,5 to 15,Neutral
49,54.1,Luxury,Less than 5,Highly dissatisfied
53,89.7,Luxury,More than 15,Somewhat satisfied
59,69.2,Luxury,Less than 5,Highly satisfied
44,33.4,Luxury,More than 15,Highly satisfied
47,42.5,Luxury,More than 15,Neutral
38,11,Economy,Less than 5,Somewhat satisfied
31,10.700000000000001,Economy,Less than 5,Highly dissatisfied
61,67.9,Luxury,More than 15,Somewhat satisfied
26,7.9,Economy,Less than 5,Highly dissatisfied
50,59.7,Luxury,5 to 15,Neutral
40,17.2,Standard,5 to 15,Highly dissatisfied
60,21.900000000000002,Standard,More than 15,Somewhat dissatisfied
65,4.9,Economy,More than 15,Somewhat dissatisfied
56,36.4,Luxury,More than 15,Highly satisfied
45,10,Economy,Less than 5,Somewhat satisfied
43,32.4,Luxury,5 to 15,Somewhat satisfied
43,40.5,Luxury,5 to 15,Neutral
31,26.900000000000002,Standard,Less than 5,Somewhat satisfied
44,39.5,Luxury,More than 15,Somewhat satisfied
47,22.8,Standard,5 to 15,Highly satisfied
69,13,Economy,More than 15,Somewhat satisfied
45,23.200000000000003,Standard,Less than 5,Highly satisfied
38,18.5,Standard,5 to 15,Somewhat satisfied
32,12.8,Economy,Less than 5,Highly satisfied
36,14.100000000000001,Economy,5 to 15,Somewhat satisfied
40,13.9,Economy,5 to 15,Somewhat satisfied
33,52.7,Luxury,5 to 15,Highly satisfied
42,19.6,Standard,Less than 5,Highly dissatisfied
37,14.700000000000001,Economy,Less than 5,Highly satisfied
49,19.700000000000003,Standard,5 to 15,Highly satisfied
66,10.5,Economy,More than 15,Highly satisfied
40,12.600000000000001,Economy,Less than 5,Somewhat satisfied
43,9.4,Economy,Less than 5,Neutral
39,16.3,Standard,Less than 5,Somewhat satisfied
34,10.3,Economy,Less than 5,Somewhat dissatisfied
27,11.200000000000001,Economy,Less than 5,Highly dissatisfied
31,15.100000000000001,Standard,Less than 5,Highly dissatisfied
53,47.800000000000004,Luxury,5 to 15,Highly satisfied
43,14.700000000000001,Economy,5 to 15,Neutral
51,22.6,Standard,More than 15,Highly dissatisfied
36,19.3,Standard,5 to 15,Somewhat dissatisfied
25,14.100000000000001,Economy,Less than 5,Highly satisfied
38,10.8,Economy,Less than 5,Highly satisfied
27,12.700000000000001,Economy,Less than 5,Somewhat satisfied
62,14.3,Economy,Less than 5,Highly dissatisfied
33,27.400000000000002,Standard,5 to 15,Highly dissatisfied
27,15.4,Standard,5 to 15,Highly dissatisfied
28,28.8,Standard,Less than 5,Highly dissatisfied
36,28.1,Standard,5 to 15,Highly dissatisfied
41,28,Standard,5 to 15,Highly satisfied
66,45.2,Luxury,More than 15,Somewhat dissatisfied
36,23.400000000000002,Standard,5 to 15,Neutral
35,15.9,Standard,5 to 15,Somewhat satisfied
36,53.400000000000006,Luxury,Less than 5,Somewhat dissatisfied
39,18.6,Standard,5 to 15,Somewhat satisfied
28,7.9,Economy,Less than 5,Highly dissatisfied
31,19.200000000000003,Standard,Less than 5,Highly dissatisfied
28,8.4,Economy,5 to 15,Neutral
71,49.5,Luxury,More than 15,Highly satisfied
43,9.1,Economy,Less than 5,Somewhat dissatisfied
41,48.1,Luxury,Less than 5,Highly satisfied
67,17.8,Standard,More than 15,Somewhat satisfied
28,14.9,Economy,5 to 15,Somewhat dissatisfied
31,11.9,Economy,Less than 5,Somewhat dissatisfied
29,25.8,Standard,5 to 15,Somewhat satisfied
44,30.400000000000002,Luxury,5 to 15,Highly satisfied
50,22,Standard,5 to 15,Highly satisfied
46,54,Luxury,More than 15,Highly satisfied
52,77.5,Luxury,More than 15,Somewhat satisfied
32,16.900000000000002,Standard,5 to 15,Neutral
37,54.7,Luxury,Less than 5,Highly satisfied
39,23.1,Standard,More than 15,Somewhat satisfied
40,24.400000000000002,Standard,5 to 15,Highly dissatisfied
19,12.700000000000001,Economy,Less than 5,Neutral
56,77.5,Luxury,More than 15,Somewhat satisfied
46,22,Standard,5 to 15,Somewhat dissatisfied
24,27.1,Standard,Less than 5,Highly satisfied
48,16.900000000000002,Standard,5 to 15,Somewhat dissatisfied
32,26.400000000000002,Standard,Less than 5,Highly dissatisfied
56,66.7,Luxury,More than 15,Highly satisfied
46,14.9,Economy,Less than 5,Somewhat satisfied
43,25.200000000000003,Standard,5 to 15,Highly satisfied
63,64.6,Luxury,More than 15,Highly satisfied
39,16.8,Standard,Less than 5,Neutral
69,59.800000000000004,Luxury,More than 15,Neutral
56,75,Luxury,More than 15,Highly satisfied
61,31.400000000000002,Luxury,Less than 5,Highly dissatisfied
54,77.4,Luxury,More than 15,Neutral
